subjectform	subjectPos	subject_Type	objectForm	objectPos	object_Type	relation	relationposTags
Spray UV inCellium Bronzant	product	Institut Esthederm	brand	d'	P	
Duo Fibre F50	product	Sigma	not_identified	de chez	P	
teintes	not_identified	Teint Idole Ultra 24H	product	de	P	
Twitter	not_identified	Facebook	not_identified	et	CC	
Huile	not_identified	Bronzage	product	s�che	ET	
Solvay	not_identified	Sant� animale	division	, � la division	PONCT ADV DET NC	
Produits grand public	division	L'Or�al	group	du groupe	P NC	
lancement	not_identified	La Vie est Belle	product	de	P	
Hydra Sparkling baume lèvres	product	Dior Addict Lip Glow	product	et joues Givenchy ,	CC NC NPP PONCT	
Correspondance	product	Enseigne	product	de l'	P DET	
Redken	product	Kéranove	product	ou	CC	
Koto Parfums	range	Kimmi	range	ont mis en avant leur collection	V VPP ADV DET NC	
La Vie est Belle	product	Lanc�me	brand	de	P	
Asian Tales	range	By Kilian	brand	de	P	
r�f�rences	not_identified	BB cream Nude Magique	product	de	P	
Grand Public	division	L'Oréal	group	de	P	
GMC Creative	not_identified	Zenith Optimedia	not_identified	, et l' agence	PONCT CC DET NC	
Parker & Waterman	not_identified	Apple	not_identified	, apr�s un passage chez	PONCT ADV DET NC P	
Bobbi Brown	product	Mer	product	, Cr�me de la	PONCT NPP P DET	
Hollywood	not_identified	Couleur	not_identified	vue dans \" La	VPP P PONCT DET	
Mostra	product	Venise	brand	de	P	
L'Or�al	not_identified	Gemey-Maybelline	product	au maquillage	P NC	
Devil Fish	not_identified	Velvet Sea	not_identified	et	CC	
Soft touch	not_identified	Email Me	not_identified	et le	CC DET	
Petit Marseillais	brand	Neutrogena	brand	, Vend�me	PONCT NPP	
Amway Corp	not_identified	Artistry	range	, avec sa gamme	PONCT P DET NC	
Twitter	not_identified	Google blogs	not_identified	et 35 millions de	CC ADJ NC P	
Klorane	division	Elancyl	division	et	CC	
Amber Valletta	person	Biotherm	not_identified	, nouvelle ic�ne de	PONCT ADJ NC P	
Carrefour	not_identified	Gold Generation	range	, a sorti la gamme	PONCT V VPP DET NC	
Double Serum	product	Clarins	brand	de	P	
Monoprix	not_identified	Produits grand public	division	par la division des	P DET NC	
Designers	product	LOr�al Luxe	not_identified	chez	P	
Toulousaine	not_identified	Pierre Fabre	group	est entrée dans le groupe	V VPP P DET NC	
Ulric	brand	Varens	group	de	P	
BB cream	product	Clarins	brand	de	P	
lancement	not_identified	La Vie est Belle	product	de	P	
Rouge in Love	product	Lancôme	brand	de	P	
Aqua Look	product	Make up for Ever	brand	de	P	
Dream Touch Blush	product	Dream Nude Mousse	product	en pot , et	P NC PONCT CC	
Vichy	brand	Sanoflore	brand	et	CC	
Habit Rouge	product	tube	not_identified	, propos� de personnaliser un	PONCT NC P VINF DET	
autour du lancement	not_identified	La Vie est Belle	product	de	P	
Huile extraordinaire	product	Buste divin	product	et le sérum	CC DET NC	
Emmanuel	not_identified	La Baume	product	de	P	
Brillant	not_identified	Duo	not_identified	à Lèvres Incroyable et un	P NPP CC DET	
Lanc�me	brand	Manifesto	product	et	CC	
Cosm�tique Active	division	L'Or�al	group	de	P	
Produits professionnels	division	Cosm�tique active	not_identified	et la	CC DET	
Emmanuel	not_identified	La Baume	product	de	P	
Marionnaud	not_identified	Nocib�	not_identified	en d�clin , un	P NPP PONCT DET	
Avis	not_identified	Fard	not_identified	en bref sur le	P ADV DET	
Mascara Longueur Pulpeuse	product	Maybelline	brand	de	P	
Rouge Coco	product	Chanel	brand	de	P	
Sisley	brand	Est�e Lauder	brand	et	CC	
tube	not_identified	Rouge Automatique	product	de	P	
Absolue	brand	R�nergie	brand	et	CC	
L'Or�al Paris	brand	Easy Nail Art	product	et	CC	
Black Up	product	Sleek MakeUp	not_identified	, Iman True Colors	PONCT NPP	
Fructis	brand	Jean-Louis Poiroux	not_identified	et des soins Garnier ,	CC P NC NPP PONCT	
Luxe	division	Benelux	not_identified	pour le	P DET	
La Vie est Belle	product	Lanc�me	brand	de	P	
Parlement	not_identified	Conseil	not_identified	europ�en et du	ADJ CC P	
Loverdose	product	Diesel	brand	de	P	
Advanced Night Repair	product	Est�e Lauder	brand	d'	P	
Olfactive Design	not_identified	Sensorium	not_identified	en France ou le	P NPP CC DET	
Glam Shine Nude Bonbon	product	Strawberry Liquorice	not_identified	ou	CC	
Els�ve	range	Hair Expertise	range	et	CC	
Twitter	not_identified	Google blogs	not_identified	et 35 millions de	CC ADJ NC P	
Renewing Pack	product	Valmont	brand	de	P	
Chanel	not_identified	Color Tattoo 24H	range	, Infaillible de L'Or�al Paris ou	PONCT NPP P CC	
Heure Bleue centi�me anniversaire	not_identified	Gripoix	brand	habill�e par Baccarat et	ADV P NPP CC	
Apr�s Jean Paul Gaultier	not_identified	Cacha-rel	not_identified	ou	CC	
Produits grand public	division	L'Or�al	group	de	P	
Caudalie	brand	Lierac	brand	, Luminescence de	PONCT NPP P	
exceptionnelle	not_identified	La Vie est Belle	product	grâce à	P	
Serval	brand	Biocos fin 2009	not_identified	rebaptisé	VPP	
Luxe	division	Benelux	not_identified	pour le	P DET	
Patchouly	not_identified	Hippie's	not_identified	et	CC	
Nathalie Gourbeyre	range	Koto Parfums	range	, directrice g�n�rale de	PONCT NC ADJ P	
Coca-Cola	not_identified	Vendôme	brand	, il intègre les laboratoires	PONCT CLS V DET NC	
Diorshow Black Out	product	Dior	brand	de	P	
Bay Cedar PFA	not_identified	Line Repair	range	, pr�sent dans la gamme	PONCT V P DET NC	
Hermessences	not_identified	Collection Priv�e	product	d' Herm�s , la	P NPP PONCT DET	
Dahlia Noir	product	Givenchy	brand	de	P	
S�bium	range	Bioderma	not_identified	chez	P	
Entreprise	not_identified	Travail	not_identified	et du	CC P	
Cosmétique active international	division	L'Oréal	group	de	P	
Greensea	not_identified	Phytocos	not_identified	et	CC	
Marque	brand	marques	brand	propre et	ADJ CC	
Luxe	division	Benelux	not_identified	pour le	P DET	
Club	product	Dragon Scales	not_identified	de Mac ou le	P NPP CC DET	
maquillage	not_identified	Teint Visionnaire	product	avec	P	
Forever Youth Liberator �	not_identified	ambassadeur	not_identified	une interview de Vincent Cassel ,	DET NC P NPP PONCT	
Eau Universelle	product	L'Occitane	brand	de	P	
Furterer	product	Klorane	product	et	CC	
Jean-Louis Scherrer	brand	Eden Park	brand	, Jean Patou	PONCT NPP	
Andersen Business Consulting	group	Yves Rocher	group	, il intègre le groupe	PONCT CLS V DET NC	
BB Cream	product	L'Or�al Paris	brand	de	P	
So Elixir Purple	product	LEau de Provence Eau Unverselle	product	et L'Occitane , avec	CC NPP PONCT P	
Ambre Solaire	range	L'Or�al Produits grand public	division	, la marque (	PONCT DET NC	
Yves Rocher	group	Fondation Yves Rocher-Institut	group	et de la	CC P DET	
Softsheen-Carson	not_identified	Mizani	not_identified	et	CC	
Dior J'Adore	product	Absolu	not_identified	l'	DET	
Pr�f�rence Mousse Absolue	product	L'Or�al Paris	brand	de	P	
�g�rie	not_identified	Rouge Caresse	product	de	P	
R�mi Clero	not_identified	Pacific Creation	not_identified	prend la pr�sidence de	V DET NC P	
S�rum	not_identified	Pro-R�tinol	not_identified	de teint anti-�ge contient du	P NC ADJ V	
Lancôme	brand	Bourjois	brand	et des fards	CC P NC	
Facebook	not_identified	Twitter	not_identified	, Beyoncé extrêmement suivie sur	PONCT NPP ADV VPP P	
The Body Shop international	division	Or�alienne	not_identified	) : Cette l'	PONCT DET	
Duo Poudre Teint Soleil	product	Sun Colors	range	( de la collection	PONCT P DET NC	
L'Oréal	group	Crème Bienfaisante	product	avec	P	
Perfect Mousse	product	Schwarzkopf	brand	de	P	
marque	not_identified	L'Or�al Luxe cr�e Aquasource Deep Serum	product	de	P	
Américaine Jessica Chastain	not_identified	The Tree	product	, vue dans \"	PONCT VPP P	
The Eye Wand	product	Hatch Beauty	brand	de la marque	P DET NC	
Kéra-skin Esthetics	not_identified	Serum Blending	product	lance donc le	V ADV DET	
Eaux	range	Autour du monde	range	de voyage ,	P NC PONCT	
Magma	range	Wella Professionals	brand	de	P	
Pirates	not_identified	Fontaine	product	des Caraïbes : la	P NPP PONCT DET	
Ducray	brand	A-Derma	brand	et	CC	
Bien-�tre	not_identified	La cologne	product	avec	P	
d�ferlante	not_identified	BB cream	product	de	P	
Correspondance	product	Enseigne	not_identified	de l'	P DET	
Dream Mat Mousse	product	Dream Touch Blush	product	et sa déclinaison	CC DET NC	
Men Expert	brand	Revitalift double lifting jour	product	( aujourd'hui disparu ) ou	PONCT ADV VPP CC	
Luxe	division	L'Or�al	brand	de	P	
Renewing Pack	product	Valmont	brand	de	P	
Md�	not_identified	Produits professionnels	division	) , les	PONCT DET	
Smoss	brand	Saga cosmétiques à La Rochelle	not_identified	lors de ma visite chez	P DET NC	
Ambre Solaire	range	L'Oréal Produits grand public	division	, la marque (	PONCT DET NC	
Eau Sauvage	product	Dior	brand	de	P	
Acqua di Gio	brand	Acqua di Gioia	product	et	CC	
Soins	range	Corps	not_identified	du	P	
Bien-Être	not_identified	La cologne	product	avec	P	
La Sultane	brand	Saba	group	de	P	
Blond�pil	brand	Les Petits Plaisirs	brand	et	CC	
Dior Addict Lip Glow	product	Blush adaptateur	product	, Rose � l�vres Universel L'Or�al Paris ou le	PONCT NPP CC DET	
Martin Crosnier	brand	Garnier	group	, chef de groupe	PONCT NC P	
Playboy	brand	The Essence	not_identified	et	CC	
Green	not_identified	Light Grey	not_identified	, Olive green Grey	PONCT NPP	
Bobbi Brown	product	Too Faced	not_identified	, Laura Mercier	PONCT NPP	
viral	not_identified	Very Irresistible Electric Rose	product	pour	P	
Elvive	not_identified	R�cital Pr�f�rence	not_identified	( Els�ve ) , de	PONCT NPP P	
Cosmétique Active	division	L'Oréal	group	du groupe	P NC	
L'Or \'e9al	group	profit	not_identified	au	P	
Colossal	product	Gemey-Maybelline	brand	de	P	
Minceur Sublime Body	range	L'Oréal Paris	brand	de	P	
Listo	brand	Essentiel B	brand	et	CC	
Hedi Slimane	person	Yves Saint Laurent	not_identified	fait son retour chez	V DET NC P	
La Vie est Belle	product	Lanc�me	brand	de	P	
Mr Bones	not_identified	Facebook	not_identified	via sa page	P DET NC	
Bupropion	product	Zyban Ce m�dicament	product	ou	CC	
Little Lolie	not_identified	Supermodel	not_identified	pour voir la	P VINF DET	
VIP pour Elle	product	Playboy	brand	de	P	
Yves Saint Laurent	not_identified	Jessica Chastain	person	a choisi l' actrice	V VPP DET NC	
Miami Printemps-Ete 2014	range	Masters Colors	brand	de	P	
Volume Effet Faux Cils Shocking	product	Yves Saint Laurent	brand	d'	P	
The tree of life	not_identified	Festival	not_identified	, palme d' or du	PONCT NC P	
Catch Me	product	Cacharel	brand	de	P	
Parker & Waterman	not_identified	Apple	not_identified	après un passage chez	P DET NC	
Parfums	brand	Prestige International	group	de	P	
lancement	not_identified	La Vie est Belle	product	de	P	
�clat	not_identified	Jour positionn�e	product	du	P	
Cicabiafine	not_identified	Aveeno	not_identified	, Roc Neutrogena et	PONCT NPP CC	
Mascara Longueur Pulpeuse	product	Maybelline	brand	de	P	
Cosm�tique Active	division	L'Or�al	group	de	P	
Unilever	brand	L'Or�al	brand	et	CC	
Color Show	range	Gemey-Maybelline	not_identified	avec ses 50 nuances chez	P DET ADJ NC	
Jessica Chastain	person	The Tree of Life	not_identified	, r�v�l�e par	PONCT NPP P	
La Vie est Belle	product	Lancôme	brand	de	P	
Vichy	brand	Sanoflore	brand	et	CC	
Very Irr�sistible Electric Rose	product	Givenchy	brand	de	P	
Canal+	brand	Canalsatellite	brand	et	CC	
Rouge Scarlet	product	Colour Passion by Chantal Thomass	product	de la gamme	P DET NC	
à partir du 15 avrilET AUSSILa collection Asian Tales	not_identified	By Kilian accueille Flower of Immortality	product	de	P	
Trésor Midnight Rose	product	Lancôme	brand	de	P	
Bourjois	brand	Lingerie	product	) et le teint (	PONCT CC DET NC	
Eau Sauvage	product	Dior	brand	de	P	
Pacific Creation	not_identified	Insoo John	not_identified	en remplacement de	P NC	
Hypn�se Drama	product	Lanc�me	brand	de	P	
Ange ou Démon	product	Givenchy	brand	de	P	
Methyl Styrene	not_identified	Isobutylmethacrylate	not_identified	/ Indene Copolymer ,	PONCT NPP	
Dahlia Noir Eau	product	Givenchy	brand	de parfum	P NC	
Emmanuel	not_identified	La Baume	product	de	P	
Graphite	product	Sleek MakeUp	brand	de	P	
Luxe	division	L'Or \'e9al	group	de	P	
Lierac	brand	Code Jeunesse Lumi�re	brand	et	CC	
Advanced Night Repair	product	Est�e Lauder	brand	d'	P	
Cosm�tique active	division	L'Or�al	group	de	P	
Hypn�se Star	product	Daria Wer-bowy	person	, avec le mannequin	PONCT P DET NC	
Dercos Neogenic	range	Vichy	brand	de	P	
Contes	product	No�l o� tous	brand	de	P	
New York	not_identified	Kiehl's	brand	, essentiellement pour la marque	PONCT ADV P DET NC	
Produits grand public	division	L'Oréal	group	du groupe	P NC	
L'Or�al	not_identified	Chanel	not_identified	puis l' a poursuivie chez	CC CLO V VPP P	
La Vie est Belle	product	Lanc�me	brand	de	P	
Codes	not_identified	Fondation L'Or�al �	group	et de la	CC P DET	
L'Or�al	not_identified	Cosm�tique Active	not_identified	, � la	PONCT ADV DET	
BB cream Hydra Life ax�e	product	Dior	not_identified	sur le soin ,	P DET NC PONCT	
Rouge Automatique	product	Guerlain	brand	de	P	
La Vie est Belle	product	Lanc�me	brand	de	P	
Carrefour	brand	L'Or�al	brand	et	CC	
Huiles minérales	product	Phénoxyéthanol	not_identified	, sans Parabens	PONCT P NPP	
Peefs Coffee	not_identified	Restoration Hardware	not_identified	and Tea et	ET CC	
D�mesure	product	Givenchy	brand	de	P	
Maria Galland	brand	Klosterfrau	group	en France ( groupe	P NPP PONCT NC	
Premier Cru yeux	product	Caudalie	brand	de	P	
Paraguaya	product	Sleek	brand	de	P	
Capture Premières Rides	product	Dior	brand	de	P	
Soins	range	Visage	not_identified	du	P	
Économie	not_identified	Entreprise	not_identified	, de l'	PONCT P DET	
Biotherm	not_identified	Cacharel	not_identified	et	CC	
Omegassis	product	Hydrasome	product	et l'	CC DET	
Facebook	not_identified	Saint-Valentin 2013	range	pour illustrer le coffret	P VINF DET NC	
Allure Homme Sport Eau Extr�me	product	Chanel	brand	de	P	
Eau	not_identified	Classique	not_identified	d' Issey Miyake , du	P NPP PONCT	
maquillage	not_identified	Teint Visionnaire	product	avec	P	
Courval	not_identified	lancement	not_identified	pour le	P DET	
Cosm�tique Active	division	L'Or�al	group	du groupe	P NC	
Monoprix	not_identified	Mega Volume Collag�ne	product	, comme le mascara	PONCT CS DET NC	
Jahwa	not_identified	Jahwa	not_identified	, chez Sephora ( dont	PONCT P NPP PROREL	
L'Oréal	not_identified	Cosmétique Active	not_identified	, à la	PONCT P DET	
Paris	product	Sigma	brand	de	P	
Excipial	brand	Daylong	brand	et	CC	
Li�rac	brand	Phyto	brand	et	CC	
Sensual Vanille	not_identified	Eau Jeune	product	chez	P	
Secret	brand	Nuit	group	de	P	
Aqua Cream	product	Make up For Ever	brand	de	P	
Mascara Longueur Pulpeuse	product	Maybelline	brand	de	P	
Wol-koff	brand	Arnodin	brand	et	CC	
Monoprix	group	Fédération Procos	not_identified	, deviennent administrateurs de la	PONCT V NC P DET	
Parfums PLV comptoirs Les Extraits	product	Guerlain	brand	de	P	
Beach Walk	not_identified	Replica	range	, dans la collection	PONCT P DET NC	
Ulric	brand	Varens	group	de	P	
Mascara Volume effets faux cils Bleu Majorelle	product	Golden gloss	product	( 28,50 � ) ,	PONCT ADJ NC	
Dop	not_identified	Douceurs	range	propose une nouvelle ligne ,	V DET ADJ NC PONCT	
Topicrem	brand	Charlieu	brand	et	CC	
Gap	brand	Banana Republic	brand	et	CC	
Prix international	not_identified	Parfum 2013	product	du	P	
Cosm�tique active	division	L'Or�al	group	de	P	
Coty Beauty	not_identified	mise	not_identified	rafle la	V DET	
Bourjois	brand	Lingerie	product	) et le teint (	PONCT CC DET NC	
Cosmétique active international	division	L'Oréal	group	de	P	
Dior Addict Lip Glow	product	Universel L'Oréal Paris	product	, Rose à lèvres	PONCT NPP P NC	
Puig	group	Buy Paris Duty Free	not_identified	) ont d�velopp� , pour	PONCT V NPP P	
Professeur Christine Poelman	brand	Club	range	, que le	PONCT CS DET	
Cosmétique Active	division	L'Oréal	group	de	P	
Vercors	not_identified	Sica	not_identified	, r�unis dans la	PONCT NPP P DET	
The Style Outlets	brand	Roppenheim	group	de	P	
Eucerin	brand	Hansaplast	brand	et	CC	
Mousse Absolue	product	Préférence	brand	de	P	
efforts	not_identified	La Vie est Belle	product	sur	P	
Le Male	product	Le Beau Male	product	se d�cline en	CLR V P	
�chantillonnage	not_identified	Habit Rouge	product	avec	P	
Eric Ranjard	person	Conseil national	not_identified	a été réélu président du	V VPP NC P	
Seppic	not_identified	Air Liquide	group	( soci�t� du groupe	PONCT NPP P NC	
Super Stay	brand	Gemey-Maybelline	group	de	P	
Still Life	brand	Olfactive Studio	group	d'	P	
lancement	not_identified	Bois d Orange	product	de	P	
Bhavesh Shah	not_identified	Firmenich VP Group	group	a �t� nomm� chez	V VPP VINF P	
Institut Esthederm	not_identified	Spray uV inCellium	product	( Naos ) /	PONCT NC	
Mousse Nettoyante	product	Shiseido	brand	et la brosse de	CC DET NC P	
Tha�-Am�ricain Thakoon	not_identified	Ta�wanais Alexander Wang	not_identified	et le	CC DET	
Afro-Américaines	not_identified	Asiatiques	not_identified	comme les	P DET	
Lanc�me	not_identified	Rouge in	product	( L'Or�al Luxe ) lance les	PONCT NPP V DET	
Desperate housewives	not_identified	Francis Kurkdjian	person	, c' est le créateur	PONCT CLS V DET NC	
Danone	group	Bacardi Martini	group	et	CC	
teintes	not_identified	Teint Idole Ultra 24H	product	de	P	
Eau Sauvage	product	Dior	brand	de	P	
Publicis	group	Synthesio	not_identified	) en partenariat avec	PONCT P NC	
dor�	not_identified	Bois d Orange	product	pour	P	
Beiersdorf	group	Nivea	brand	, notamment pour la marque	PONCT ADV P DET NC	
Essec	not_identified	Innothera	not_identified	avant d' entrer en 1995 chez	P VINF ADJ	
Faubourg-Saint-Antoine	not_identified	Bastille	not_identified	près de la	P DET	
Facebook	not_identified	Twitter	not_identified	, Beyonc� extr�mement suivie sur	PONCT NPP ADV VPP P	
Petit Marseillais	brand	Neutrogena	brand	, Vendôme	PONCT NPP	
égérie	not_identified	Rouge Caresse	product	de	P	
Acqua for Life	product	Acqua di Gio	brand	de	P	
visage	not_identified	Crème bienfaisante	product	avec	P	
Pr�f�rence	range	L'Or�al Paris	brand	de	P	
Dior Homme	not_identified	Cologne	not_identified	lance en f�vrier une	V P NPP DET	
Alnoor Mitha	not_identified	Alnoor Design	not_identified	de Bharat (	P NPP PONCT	
Mon Jasmin Noir	product	Bulgari	brand	de	P	
Spray �claircissant Blond Vacances	product	K�ranove	brand	de	P	
Herborist	not_identified	Jahwa	not_identified	, marque du leader	PONCT NC P	
Photo Finish unificateur	not_identified	Smashbox	not_identified	de teint lumi�re et	P NC NPP CC	
Hypn�se Doll Eyes	product	Rouge	not_identified	ou	CC	
Lanc�me International	division	Armani	not_identified	et chez	CC P	
Winter	not_identified	Moscow	product	in	V	
teintes	not_identified	Absolu Rouge	product	d'	P	
Coralista de Benefit	not_identified	Peaches	not_identified	, soit le	PONCT CC DET	
Pfizer	not_identified	Monsanto	not_identified	et	CC	
Define	not_identified	Oversee	not_identified	en interne	P ADJ	
Fondation Mac	group	Est�e Lauder	group	contre le sida ( groupe	P DET NC PONCT	
Phenomen'eyes	product	Givenchy	brand	de	P	
Storm	product	Sleek MakeUp	brand	de	P	
La Vie est Belle	product	Lancôme	brand	de	P	
Luxe	division	L'Oréal	group	de	P	
Dream Mat Mousse	product	Dream Touch Blush	product	et sa d�clinaison	CC DET NC	
Hydrasome	product	Resistem	not_identified	, ainsi que sur le	PONCT CC P DET	
Liner Sixties	product	Agn�s b	brand	d'	P	
Hydrosol	product	Argent	brand	d'	P	
Mane	not_identified	Cinqui�me Sens en tant que formatrice sp�cialiste	not_identified	, rejoint l' �quipe de	PONCT V DET NC P	
So Elixir Purple	product	LEau de Provence Eau Unverselle	product	et L'Occitane , avec	CC NPP PONCT P	
Bhavesh Shah	not_identified	Firmenich VP Group	group	a été nommé chez	V VPP P	
notes	not_identified	La Vie est Belle	product	de	P	
Men Expert	brand	Revitalift double lifting jour	product	( aujourd'hui disparu ) ou	PONCT ADV VPP CC	
Printemps	product	Galeries Lafayette Haussmann	product	et les	CC DET	
Culture	not_identified	Communication	not_identified	et de la	CC P DET	
Travail	not_identified	Grande réforme	not_identified	, nous lancerons la	PONCT CLS V DET	
Lancôme International	division	Armani	not_identified	et chez	CC P	
Symrise	not_identified	Prix Lalique	not_identified	, a reçu le	PONCT V VPP DET	
Douceurs	range	Provence	brand	de	P	
Zea Mays Starch	not_identified	Zinc Stearate	not_identified	( Organic Corn Starch ) * ,	PONCT NPP	
U Parfumerie	product	Syst�me U	not_identified	chez	P	
New Jersey	not_identified	Connecticut	not_identified	et le	CC DET	
Espagnol	not_identified	Eucerin	brand	dirige les marques	V DET NC	
La Vie est Belle	product	Lanc�me	brand	de	P	
Eau dynamisante	product	Clarins	brand	de	P	
Loverdose	product	Diesel	brand	de	P	
Cinq Mondes	not_identified	Île Maurice	not_identified	ouvre en 2001 à l'	V P ADJ DET	
Neovadiol	range	Vichy	brand	de	P	
Nappy	not_identified	Natural	not_identified	\" ( pour	PONCT P	
Emmanuel	not_identified	La Baume	product	de	P	
Body Ultimate-Hammam Impérial	brand	Sun Ultimate	product	, 5 références corps ;	PONCT DET NC ADJ	
Sunrise Duty Free	not_identified	China Duty Free	not_identified	et	CC	
Rouge Volupté shine	product	Rouge pur shine	product	, qui remplace	PONCT PROREL V	
Blue Therapy	product	Biotherm	brand	de	P	
Roche-posay	product	Vichy	brand	et aux laboratoires	CC P NC	
Mascara	not_identified	Glitter Mascara	product	pailleté (	VPP PONCT	
BRlC	not_identified	Br�sil	product	dont le	PROREL DET	
L'Oréal Luxe	group	Rouge Pur Shine	product	) , qui remplace	PONCT PROREL V	
Am�rique	not_identified	Europe-Am�rique	not_identified	du Nord puis de l'	P NPP CC DET	
Doux Gommage Lacté Visage	product	Rituel D'Asie	not_identified	inspiré du	VPP P	
Semaine	not_identified	L'Oréal	not_identified	de l' industrie ,	P DET NC PONCT	
Mousse Nettoyante	product	Shiseido	brand	et la brosse de	CC DET NC P	
Volume Millions	product	Cils	brand	de	P	
Limited Brands	not_identified	Ohio	not_identified	, bas� dans l'	PONCT NPP P DET	
Cadum	not_identified	Produits grand public	division	rejoint la division des	V DET NC P	
Parfums Givenchy	brand	FlowerTag EdT	not_identified	( LVMH ) ,	PONCT NPP	
Toulousaine	not_identified	Pierre Fabre	group	est entr�e dans le groupe	V VPP P DET NC	
Codel	not_identified	Salon	not_identified	, d' Amaury M�dias et du	PONCT P NPP CC	
La Roche-Posay	not_identified	Vichy	brand	, mais aussi chez	PONCT CC ADV P	
Shanghai	not_identified	Topline Products	division	que	CS	
Patch Lisse Supr�me contour yeux	product	Carita	brand	de	P	
Perfect Mousse	product	Schwarzkopf	brand	de	P	
L'Or�al	group	autour du lancement	not_identified	a mis des moyens consid�rables	V VPP DET NC ADJ	
Marc	brand	Morandière	not_identified	de la	P DET	
Andros	brand	Nestl�	brand	et	CC	
By Kilian	brand	Flower of Immortality	product	accueille	V	
Cosmekit programme hydratant framboise	product	Dr Renaud	brand	de	P	
Hypnôse Drama	product	Lancôme	brand	de	P	
Ethyl Macadamiate	not_identified	Organic Jojoba Seed Oil	not_identified	, Simmondsia Chinensis (	PONCT NPP	
Rouge Orage	product	Organdi Rose	product	, Gabrielle et	PONCT NPP CC	
Eau	product	Empreinte	product	et	CC	
Haute Expertise	range	L'Or�al Paris	brand	de	P	
trois-en-un	not_identified	The Eye Wand	product	comme	P	
Blond Vacances	product	K�ranove	brand	de	P	
Acqua	range	Tattoo	product	di Gio ,	NPP PONCT	
Vichy	brand	Inneov	brand	et	CC	
�g�rie	not_identified	Tr�sor Midnight Rose	product	de	P	
Jean-Paul Agon	not_identified	L'Or�al	group	, PDG du groupe	PONCT NC P	
Clinique	not_identified	Even Better Concealer	product	propose un correcteur ,	V DET NC PONCT	
Nivea	not_identified	Beiersdorf	brand	, marques issues des laboratoires	PONCT NC ADJ P	
No�l de Mon Jasmin Noir	product	Bulgari	brand	de	P	
Hypn�se Doll Eyes	product	Lanc�me	brand	de	P	
Produits professionnels	division	L'Or�al	group	de	P	
jackpot	not_identified	Soin miracle perfecteur	product	avec	P	
Sun Gold	product	Sexy Gold	product	, voici le maquillage	PONCT V DET NC	
Rouge Pure	product	Volume Effet Faux Cils	product	et le mascara	CC DET NC	
LinkedIn	not_identified	Youtube r�unis	not_identified	et	CC	
Pur produit	division	Luxe	division	de la division	P DET NC	
Puig	group	Buy Paris Duty Free	not_identified	) ont développé , pour	PONCT V VPP P	
Clarins	not_identified	Lierac	brand	, Luminescence chez	PONCT NPP P	
Fame	product	Lady Gaga	brand	de	P	
Sérum 7 Lift	range	Sérum anti-âge corps	product	pour peaux matures d' un	P NC ADJ DET	
Piscataway	not_identified	New York	not_identified	aux �tats-Unis , pr�s de	P NPP PONCT NC	
Lotion Clarifiante 2	product	Clinique	brand	de	P	
Black Pearl	product	Sailor's Delight	not_identified	, Brazen Rum	PONCT NPP	
Hydra Sparkling baume l�vres	product	Dior Addict Lip Glow	product	et joues Givenchy ,	CC NC NPP PONCT	
profit	not_identified	La Vie est Belle	product	de	P	
Eau Thermale	product	Jonzac	brand	de	P	
Accord Parfait	product	L'Or�al Paris	brand	de	P	
Marionnaud	brand	Nocib�	brand	ou	CC	
Tr�sor Midnight Rose	product	Lanc�me	brand	de	P	
Cosmétique active	division	L'Oréal	group	de	P	
Savonnerie Claude	brand	Vial	brand	et	CC	
Mousse Absolue	product	Pr�f�rence	brand	de	P	
Teaslim	not_identified	base	not_identified	est un complément alimentaire à	V DET NC ADJ P	
Nouvelle marque cr��e	brand	Californie	not_identified	par deux soeurs en	P ADJ NC	
Biotherm	not_identified	Lanc�me	not_identified	et	CC	
L'Oréal	not_identified	Piscataway	not_identified	exploite deux usines ,	V ADJ NC PONCT	
Coca-Cola	not_identified	Vend�me	brand	, il int�gre les laboratoires	PONCT CLS V DET NC	
Biotherm	not_identified	Cosmopolitan	not_identified	et	CC	
Mer	product	Kiehl's	product	ou	CC	
Produits professionnels	division	L'Oréal	group	de	P	
The Style Outlets	brand	Roppenheim	group	de	P	
Holi Colours	product	Couleur Caramel	brand	de	P	
mise	not_identified	VIP pour Elle	product	avec	P	
L'Or�al	not_identified	Shiseido	not_identified	, un responsable marketing chez	PONCT DET NC P	
Publicis	group	Synthesio	not_identified	) en partenariat avec	PONCT P NC	
Eau Thermale	product	Jonzac	brand	de	P	
Monoprix	not_identified	Produits grand public	division	par la division des	P DET NC	
Professeur Christine Poelman	brand	Club	range	, que le	PONCT CS DET	
Dream Touch Blush	product	Dream Nude Mousse	product	en pot , et	P NC PONCT CC	
prix	not_identified	Full kit	product	du	P	
cr�ation	not_identified	Acqua di Gio	product	d'	P	
Produits professionnels	division	L'Oréal	group	de	P	
Aqua Liner	product	Make Up For Ever	brand	de	P	
Feuille	not_identified	Cèdre Blanc	product	de Figuier ,	P NPP PONCT	
CC Cream	product	DD Cream	product	, voici la	PONCT V DET	
placement	not_identified	La Nuit de l Homme	product	de	P	
La Roche-Posay	not_identified	Vichy	brand	, mais aussi chez	PONCT CC ADV P	
Club	not_identified	Beauté	brand	des Créateurs de	P NC	
Bourgeois	not_identified	Biotherm	not_identified	( directeur général France de	PONCT NC ADJ NPP P	
place	not_identified	Acqua di Gio	product	pour	P	
Aveeno	brand	Neutrogena	brand	et	CC	
